id,title,domain,severity,effort,files,evidence,recommendation,cve
SEC-01,CSRF validation never verifies the session-bound HMAC token,security,High,M,packages/cloudflare-auth/src/cloudflare_auth/csrf.py:72;packages/cloudflare-auth/src/cloudflare_auth/csrf.py:98,"generate_token builds an HMAC bound to session_id, but validate_token only does secrets.compare_digest(cookie_token, header_token); it never re-derives the HMAC or checks session binding. Scheme degrades to plain double-submit. token_bytes(32) at csrf.py:82 is dead.",Recompute and verify the HMAC from session id and secret_key in validate_token (or validate against a server-side store); remove the dead token_bytes call; add rejection tests.,
ARCH-01,Umbrella python_libs core is dead weight; no package depends on it,architecture,High,L,src/python_libs/core/exceptions.py;src/python_libs/core/config.py;pyproject.toml:749-757,"Repo-wide grep for python_libs inside packages/ returns nothing; no package lists the umbrella as a dependency, and it is not a workspace member. core/exceptions.py defines the base every package reimplements yet is imported by nobody outside the umbrella.","Either make the four packages depend on python_libs and reuse its base error/config/logging, or delete src/python_libs/core and utils if packages are standalone.",
CQ-01,"BasedPyright not installed; cloudflare-auth carries 513 strict warnings, 13 errors, 81 Any uses",code-quality,High,L,packages/cloudflare-auth/src/cloudflare_auth/;src/python_libs/utils/logging.py,uv run basedpyright fails (not installed). Run via --with: src 0 errors/21 warnings; cloudflare-auth 13 errors/513 warnings (errors are unresolved optional imports). Any appears 81 times across 18 source files; 6 type:ignore plus 1 pyright:ignore.,"Add basedpyright to the dev group, install package optional deps for analysis, then drive reportAny warnings down starting with client.py and fetchers.py.",
CQ-02,"middleware.py and middleware_enhanced.py are near-duplicate (11 shared methods, ~27% of package)",code-quality,High,L,packages/cloudflare-auth/src/cloudflare_auth/middleware.py;packages/cloudflare-auth/src/cloudflare_auth/middleware_enhanced.py,"The two files share 11 identically named methods (dispatch, _authenticate_request, _check_rate_limit, get_current_user, etc.); together 1,309 LOC, roughly 27% of the package's 4,887 LOC.","Collapse to one middleware gated by config flags, or extract the shared methods into a base class.",
ARCH-07,CLAUDE.md and CONTRIBUTING omit the packages/ monorepo (overlaps DOC-03),architecture,Medium,S,CLAUDE.md;CONTRIBUTING.md;docs/planning/adr/adr-001-monorepo-architecture.md,"CLAUDE.md Project Structure shows only src/python_libs/; CONTRIBUTING never mentions monorepo/packages/workspace; ADR-001 documents the workspace monorepo, so the onboarding doc contradicts the intended structure.",Rewrite the CLAUDE.md structure section to show packages/* as the primary code location and add a CONTRIBUTING section on per-package layout.,
CI-06,Pre-commit lacks the Ruff and BasedPyright hooks CI enforces,cicd,Medium,S,.pre-commit-config.yaml:134-135,"Lines 134-135 are comments naming Ruff and BasedPyright but no such hook exists; CI enforces both. Ruff/type checks route through the qlty hook, which is in the pre-commit.ci skip list, so hosted runs skip them too.","Add astral-sh/ruff-pre-commit (check + format) and a BasedPyright hook, or confirm qlty runs Ruff in the commit path.",
CI-09,12 org reusable workflows pinned to mutable @main (overlaps SEC-04),cicd,Medium,S,.github/workflows/sbom.yml:38;.github/workflows/slsa-provenance.yml:101;.github/workflows/security-analysis.yml:37,"41/41 third-party actions are SHA-pinned, but 12 callers of ByronWilliamsCPA/.github reusable workflows use @main; two already pin to a SHA. A reusable workflow can swap the leaf actions it runs, defeating leaf pinning.",Pin all 12 to a SHA or release tag as the two already done; let Renovate bump them.,
CI-11,Path filters and scan targets watch src/ while code lives in packages/,cicd,Medium,S,python-compatibility.yml:11;sonarcloud.yml:39;noxfile.py:429;pyproject.toml:712,"python-compatibility, fips-compatibility, and mutation-testing path-trigger on src/**/*.py only; Sonar source-directory is src; basedpyright/Bandit/Vulture targets are src. None run on package-only changes, so the four packages are unscanned on package PRs.",Add packages/** to path filters and point source-directory and scan targets at packages.,
DOC-02,Python version drift across docs (3.12 vs 3.10-3.14),docs,Medium,S,CLAUDE.md:36;README.md:24;docs/index.md:24;pyproject.toml:12,"pyproject and PYTHON_COMPATIBILITY say 3.10-3.14; CLAUDE.md:36 says 3.12, README badge says 3.12 (body text correctly says 3.10+), index.md says 3.12+.","State '3.10-3.14 (3.12 recommended)' consistently in CLAUDE.md, the README badge, and index.md.",
DOC-06,Planning README still marks docs 'Awaiting Generation' though all are written,docs,Medium,S,docs/planning/README.md:37-40,"The status table marks project-vision, tech-spec, roadmap, adr as 'Awaiting Generation' but all four exist with real content (project-vision 112 lines, tech-spec 292, roadmap 269, 3 accepted ADRs).",Update the status column to Complete/Active with dates so the work is not re-run and overwritten.,
DOC-07,README references a missing .claude/claude.md and a .claude/standard/ subtree that do not exist,docs,Medium,S,README.md:284-313,README references .claude/claude.md (actual is .claude/README.md) and documents a .claude/standard/ git subtree with a subtree pull command; the directory does not exist. The project uses cruft + .standards/ instead.,Remove the subtree section or replace it with the actual cruft/.standards workflow; fix the .claude path.,
DOC-08,Install/usage docs reference a nonexistent python-libs PyPI package and placeholder imports,docs,Medium,S,docs/index.md:17;README.md:120-126,"index.md:17 says pip install python-libs (never published; repo publishes 4 byronwilliamscpa-* packages to Artifact Registry). README Basic Usage uses from python_libs import YourModule, a placeholder symbol.",Replace with the per-package install and a real import example.,
DOC-10,SECURITY.md required by project standards is absent from repo root,docs,Medium,S,SECURITY.md;README.md:489;CONTRIBUTING.md:386,"CLAUDE.md 'Required Project Files' lists SECURITY.md as mandatory; no SECURITY.md exists at root. README and CONTRIBUTING redirect to the org-level policy, which conflicts with the repo's own requirement and Scorecard's expectation of a discoverable policy.",Add a local SECURITY.md (a stub linking to the org policy satisfies Scorecard) or amend the Required Project Files list to note org delegation.,
LEG-01,Naive datetime defaults in field factories (latent TypeError in IP-cache path),legacy-code,Medium,S,packages/cloudflare-api/src/cloudflare_api/ip_groups/manager.py:65;packages/cloudflare-auth/src/cloudflare_auth/models.py:149,"Both fields default to datetime.now (naive) while surrounding code is tz-aware UTC. manager.py:158 subtracts a naive default from an aware now, raising TypeError if the default is ever used; models.py:149 records local wall-clock for an auth timestamp.",Use default_factory=lambda: datetime.now(tz=timezone.utc) for both; the manager case is a correctness bug.,
SEC-04,Reusable org workflows pinned to mutable @main while leaf actions are SHA-pinned,security,Medium,S,.github/workflows/ci.yml;.github/workflows/scorecard.yml;.github/workflows/release.yml,"Third-party actions are SHA-pinned, but first-party reusable workflows mostly use @main; two are already SHA-pinned, proving inconsistency. pr-validation.yml and release.yml pass secrets: inherit, so a force-push to .github main reaches this repo's secrets.",Pin every reusable-workflow uses: to a commit SHA with a version comment; let Renovate keep them current.,
ARCH-05,Two session managers with no shared interface; redis variant import-guarded not abstracted,architecture,Medium,M,packages/cloudflare-auth/src/cloudflare_auth/sessions.py;packages/cloudflare-auth/src/cloudflare_auth/redis_sessions.py;packages/cloudflare-auth/src/cloudflare_auth/__init__.py,SimpleSessionManager and RedisSessionManager share no base or Protocol; middleware_enhanced.py and security_helpers.py hardwire SimpleSessionManager. A backing-store choice modeled as two disconnected types.,Define a SessionManager Protocol both implement and have the middleware depend on it so Redis is a drop-in.,
ARCH-06,Inconsistent error and config patterns across packages (gemini-image raises raw stdlib errors),architecture,Medium,M,packages/gemini-image/src/gemini_image/generator.py;packages/cloudflare-api/src/cloudflare_api/settings.py;packages/cloudflare-api/src/cloudflare_api/ip_groups/config.py,gemini-image has no exceptions module and raises stdlib ValueError/FileNotFoundError/ImportError; cloudflare-api splits config between env BaseSettings and YAML BaseModel with no stated rule on which to use.,Add gemini_image/exceptions.py with a package base; document or consolidate the env-vs-YAML config split.,
CI-05,Static-analysis Python-version drift across four tool/matrix sets,cicd,Medium,M,pyproject.toml:12;pyproject.toml:153;noxfile.py:295;sonar-project.properties:22,Code claims 3.10-3.14; Ruff/BasedPyright/Sonar validate only 3.12; CI tests 3.10-3.13; nox tests 3.10-3.14. Ruff target-version py312 means 3.10/3.11-incompatible syntax is not flagged.,"Pick one floor; if 3.10 is real set Ruff target-version to py310 so down-level checks fire, and align nox/CI/compat matrices.",
CI-07,Redundant coverage destinations and duplicate Qlty caller,cicd,Medium,M,ci.yml:200;codecov.yml;qlty.yml;coverage.yml,"Coverage ships to Codecov (inline plus a dedicated caller), Qlty (qlty.yml and coverage.yml both call the same reusable workflow), and SonarCloud. Duplicated minutes and duplicate PR comments.",Pick one coverage host; remove coverage.yml or qlty.yml and drop one of the two Codecov paths.,
CQ-03,Each package reimplements its own exception hierarchy; shared core hierarchy unused,code-quality,Medium,M,src/python_libs/core/exceptions.py;packages/cloudflare-api/src/cloudflare_api/exceptions.py;packages/gcs-utilities/src/gcs_utilities/exceptions.py,grep for 'from python_libs' across packages/ returns nothing; to_dict serialization exists only in core and is not reused. Violates the CLAUDE.md 'Reuse First' principle.,"Have package exceptions subclass the core hierarchy, or document that packages stay standalone and drop the unused core module from the shared-value claim.",
CQ-04,Repeated settings singleton/global boilerplate across packages; duplicate CloudflareSettings name,code-quality,Medium,M,packages/cloudflare-auth/src/cloudflare_auth/config.py:27;packages/cloudflare-auth/src/cloudflare_auth/settings.py:11;packages/cloudflare-api/src/cloudflare_api/settings.py,"The global _settings_instance + reset_settings pattern is hand-copied across cloudflare_api/settings.py, cloudflare_auth/settings.py, csrf.py, rate_limiter.py, security_helpers.py (two PLW0603 ruff findings). cloudflare-auth defines CloudflareSettings twice.",Provide a single cached_settings/reset helper in core and reuse it; pick one CloudflareSettings (see ARCH-03).,
CQ-05,Complexity hotspots over the C901 limit; four files exceed 700 LOC,code-quality,Medium,M,packages/cloudflare-api/src/cloudflare_api/ip_groups/fetchers.py:237;packages/cloudflare-auth/src/cloudflare_auth/whitelist.py;packages/gcs-utilities/src/gcs_utilities/client.py,"ruff C901 (limit 10) flags _auto_extract_ips at 11; lowering to 6 surfaces 16 functions in the 7-11 band. Worst files by length: whitelist.py 787, gcs client.py 759, middleware_enhanced.py 740, cloudflare-api client.py 676.","Split _auto_extract_ips into typed handlers, decompose validate_token/get_user_tier, and treat the four 700+ LOC files as refactor candidates.",
DEP-02,Vulnerable transitive and dev-tool dependencies (60 advisory rows across 30 packages),dependencies,Medium,M,uv.lock;pyproject.toml:79-132,"uvx pip-audit: production-reachable transitives urllib3 2.5.0 (fix 2.7.0), idna 3.11 (fix 3.15), requests 2.32.5 (fix 2.33.0), protobuf 6.33.1 (fix 6.33.5), pyasn1 0.6.1 (fix 0.6.3); plus a jupyter/nltk/safety dev cluster. SBOM gate fails only on CRITICAL/HIGH so Mediums pass.",Re-resolve to pull fixed transitive versions; lower the SBOM fail threshold to include MEDIUM or document why not.,CVE-2026-21441;CVE-2026-45409;CVE-2026-25645;CVE-2026-0994;CVE-2026-23490
DEP-05,Inconsistent Python version policy; 3.10 EOL Oct 2026; 3.14 declared but untested,dependencies,Medium,M,pyproject.toml:12;pyproject.toml:153;.github/workflows/ci.yml:71;CLAUDE.md,"requires-python >=3.10,<3.15 (ceiling 3.14), CI matrix stops at 3.13, classifiers stop at 3.13, Ruff/BasedPyright pinned to 3.12, CLAUDE.md says 3.12. Python 3.10 reaches EOL in October 2026 (~5 months out).",Pick one policy: add 3.14 to CI and classifiers or lower the ceiling; plan to drop the 3.10 floor by its EOL; align CLAUDE.md.,
DOC-09,Missing ADRs for dual middleware and redis sessions; two ADR directories,docs,Medium,M,docs/planning/adr/;docs/ADRs/;packages/cloudflare-auth/src/cloudflare_auth/,ADR-001..003 cover monorepo/framework/distribution but nothing explains dual middleware or the redis session backend. docs/ADRs/ (root) holds only template files while real ADRs live in docs/planning/adr/; README points at the empty one.,Add ADRs for the dual-middleware and redis-session choices; consolidate or cross-link the two ADR directories and point README at the populated one.,
SEC-03,get_client_ip trusts CF-Connecting-IP regardless of upstream,security,Medium,M,packages/cloudflare-auth/src/cloudflare_auth/utils.py:235-263,"CF-Connecting-IP header is read unconditionally; if the service is reachable directly any client can forge it. The value feeds the rate limiter and IP allowlist, so a spoofed header defeats throttling and may satisfy the tunnel allowlist.",Honor CF-Connecting-IP only when request.client.host is in a configured trusted-proxy range; make the trust boundary explicit in settings.,
ARCH-08,Workspace declares cross-package sources that nothing uses,architecture,Low,S,pyproject.toml:753-757;packages/,"[tool.uv.sources] marks all four distributions workspace=true 'to allow packages to depend on each other', but no package lists another or the umbrella in dependencies. The declared coupling channel is untested scaffolding.","Remove the unused source entries until a real cross-package dependency exists, or add the dependency that ARCH-01/ARCH-02 imply.",
CI-10,setup-uv version skew and mislabeled SHA version comments,cicd,Low,S,.github/workflows/,"One setup-uv SHA carries two different version comments (# v4 in 7 uses, # v4.2.0 in codeql.yml:52); one workflow runs v6.8.0. checkout SHA 34e1148 is labeled both # v4 and # v4.3.1.",Normalize on one setup-uv major across all workflows and fix the mislabeled comments; Renovate keeps them aligned.,
CI-12,"Formatter width disagreements between Prettier, markdownlint, and yamllint",cicd,Low,S,pyproject.toml:152;.prettierrc;.markdownlint.json;.yamllint:11,"Python 88 is consistent. Markdown: CLAUDE.md/Prettier say 120 but markdownlint disables MD013. YAML: Prettier printWidth 120 vs yamllint max 150 (warning). No hard conflict, three sources disagree.",Set .yamllint line-length max to 120 to match Prettier and decide whether markdownlint should enforce MD013 at 120.,
CQ-07,"34 standing ruff findings including S104, LOG015, SLF001, str-Enum",code-quality,Low,S,packages/,"ruff check . reports 34 errors, 6 auto-fixable: 9 TRY300, 5 PERF401, 4 UP042 (str,Enum -> StrEnum), 3 FURB110, 3 PLC0207, 2 PLW0603, 2 SIM117, plus single C901/LOG015/RUF022/S104/SIM102/SLF001. S104 binds all interfaces; LOG015 root-logger call contradicts structured-logging convention.","Run ruff check . --fix for the 6 safe fixes, migrate the four (str, Enum) classes to StrEnum, confirm S104 is intentional.",
CQ-08,Few but stale TODO markers (2025-12-14); one disabled CI secrets path,code-quality,Low,S,packages/gcs-utilities/tests/test_exceptions.py:9;.github/workflows/publish-artifact-registry.yml:160,"~21 TODO-family hits, mostly template scaffolding; only two actionable: a placeholder test TODO and a 'Re-enable Infisical once Cloudflare Access is configured' TODO in publish CI. Both date to 2025-12-14, ~5.5 months old.",Resolve the test placeholder (see CQ-06) and convert the Infisical CI TODO into a tracked issue.,
DEP-04,Abandoned dev-transitive package py 1.11.0 (last release 2021),dependencies,Low,S,uv.lock;osv-scanner.toml:51-78,"py 1.11.0 resolved with upload-time 2021-11-04 (~4.5 years, unmaintained); pip-audit flags the disputed PYSEC-2022-42969. Dev-only transitive, already excepted in osv-scanner.toml. The only dependency past the 18-month-no-release line.","Keep the documented exception, or pin the consuming dev tool to a version that has dropped py. No production exposure.",CVE-2022-42969
DEP-06,"SBOM workflow unpinned @main, MEDIUM advisories not gated, pip-audit not run in CI",dependencies,Low,S,.github/workflows/sbom.yml:36-44;osv-scanner.toml;pyproject.toml:92,"sbom.yml delegates to an org reusable workflow pinned @main with security-events: write; severity-threshold CRITICAL,HIGH lets ~25 Medium advisories pass; pip-audit is a declared dev dep but no workflow runs it.","Pin the reusable workflow to a SHA, lower the fail threshold to include MEDIUM, and add a scheduled lock-refresh plus pip-audit gate.",
DEP-07,No migration residue (confirming finding),dependencies,Low,S,(tree-wide),"find and git ls-files for requirements*.txt, setup.py, setup.cfg, poetry.lock, Pipfile all return nothing. Cleanly on PEP 621 + uv. scripts/generate_requirements.sh produces requirements on demand but commits none.",No action; note that requirements files produced with --no-hashes would bypass the lock's hash pinning.,
DOC-12,CHANGELOG [0.1.0] - TBD placeholder; uneven per-package changelogs,docs,Low,S,CHANGELOG.md:24,CHANGELOG.md:24 reads ## [0.1.0] - TBD while README states current version 0.1.0 and all four packages declare 0.1.0. cloudflare-api and gemini-image have no package CHANGELOG.,Set the 0.1.0 date or mark it unreleased clearly; add CHANGELOG stubs to the two packages missing them.,
LEG-02,timezone.utc instead of datetime.UTC at 31 sites (mixed with one modern use),legacy-code,Low,S,packages/cloudflare-auth/src/cloudflare_auth/;packages/cloudflare-api/src/cloudflare_api/ip_groups/manager.py,"31 uses of timezone.utc across 9 files; only gemini-image/generator.py uses the 3.11 datetime.UTC shorthand. datetime.UTC requires 3.11 and the floor is 3.10, so a straight swap would break 3.10.","Keep timezone.utc everywhere for consistency given the 3.10 floor, or raise the floor to 3.11 and standardize on UTC; do not leave it mixed.",
LEG-03,Single os.path.exists use where pathlib is the house standard,legacy-code,Low,S,packages/gcs-utilities/src/gcs_utilities/client.py:717,One occurrence repo-wide: os.path.exists(self._credentials_path). CLAUDE.md states pathlib is the house standard.,Replace with Path(self._credentials_path).exists(); verify whether import os is still needed afterward.,
SEC-05,No detect-secrets baseline; TruffleHog pre-commit hook no-ops if the binary is absent,security,Low,S,.pre-commit-config.yaml:61-72,"No .secrets.baseline (project uses TruffleHog, not detect-secrets). The local hook prints 'TruffleHog not installed - skipping' and passes when the binary is missing, so pre-commit secret scanning is best-effort. CI security workflows mitigate server-side.","Add detect-secrets with a committed baseline, or make the TruffleHog hook fail (not skip) when the binary is missing in CI context.",
CI-08,Seven-plus overlapping SAST/dependency scanners for a small library,cicd,Low,M,.github/workflows/codeql.yml;.github/workflows/sonarcloud.yml;.github/workflows/qlty.yml;.semgrep.yml,"Python SAST is covered by CodeQL, SonarCloud, Qlty (wraps Ruff+Bandit), inline Bandit, and Semgrep; dependency vulns by OSV, Safety, dependency-review, and Renovate. High run-cost and review-noise, much stacked Monday mornings.","Keep CodeQL plus one of SonarCloud/Qlty, drop the redundant one and the inline Bandit (Qlty already runs Bandit), and document the chosen stack.",
DOC-11,Large doc set excluded from mkdocs nav (orphaned from the rendered site),docs,Low,M,mkdocs.yml:160-181;docs/,"Not in nav and so unreachable on the built site: OPENSSF_COMPLIANCE, PROJECT_SETUP, PYTHON_COMPATIBILITY, secure.md, the ADRs/ planning/ diagrams/ _data/ trees. strict: false suppresses the warning.",Add the onboarding/compliance docs and the planning/ADR section to nav; leave handoff/feedback out or remove them.,
LEG-04,Actively-maintained parallel basic/enhanced middleware risks double-patching (overlaps ARCH-04/CQ-02),legacy-code,Low,M,packages/cloudflare-auth/src/cloudflare_auth/middleware.py;packages/cloudflare-auth/src/cloudflare_auth/middleware_enhanced.py,"Both middleware classes are exported and edited in the same recent commits (52e5c27, 476736c, 2249de5), so 'enhanced' is a live second variant, not a stale fork; the rate-limit fix had to touch both. Sessions/redis_sessions split is legitimate.","Confirm both are intentionally supported and factor shared handling into a base, or mark the basic variant deprecated (see ARCH-04).",
